agency_cd,site_no,date,q.arklasco,tmax.arklasco,tmin.arklasco,ec.arklasco,,,,INDEP,SHIFT,DEP
USGS,7124000,1/25/2000,102,4.6,1.8,3020,,,,6.79,-0.06,591
USGS,7124000,1/26/2000,117,5.9,0.9,2740,,,,6.8,-0.06,596
USGS,7124000,1/27/2000,105,4.3,0.3,2890,,,,6.81,-0.06,600
USGS,7124000,1/28/2000,120,4,0.3,2750,,,,6.82,-0.06,605
USGS,7124000,1/29/2000,110,5.1,0.3,2840,,,,6.83,-0.06,610
USGS,7124000,1/30/2000,119,4,0.2,2770,,,,6.84,-0.06,614
USGS,7124000,1/31/2000,121,4.6,0.2,2750,,,,6.85,-0.06,619
USGS,7124000,2/1/2000,124,5.2,0.3,2770,,,,6.86,-0.06,624
USGS,7124000,2/2/2000,110,8.3,0.2,2940,,,,6.87,-0.05,634
USGS,7124000,2/3/2000,105,9.7,2.9,3160,,,,6.88,-0.05,638
USGS,7124000,2/4/2000,101,8.9,3.2,3180,,,,6.89,-0.05,643
USGS,7124000,2/5/2000,346,6.8,2.9,1860,,,,6.9,-0.05,648
USGS,7124000,2/6/2000,457,7.2,3.8,NA,,,,6.91,-0.05,653
USGS,7124000,2/7/2000,500,7.7,4.2,NA,,,,6.92,-0.05,658
USGS,7124000,2/8/2000,513,8.5,3.6,1810,,,,6.93,-0.05,663
USGS,7124000,2/9/2000,385,8.7,5.8,2020,,,,6.94,-0.05,668
USGS,7124000,2/10/2000,308,8.3,4.4,2260,,,,6.95,-0.05,673
USGS,7124000,2/11/2000,277,5.6,2.5,2320,,,,6.96,-0.05,678
USGS,7124000,2/12/2000,254,4.7,2.2,2430,,,,6.97,-0.05,683
USGS,7124000,2/13/2000,289,6.5,2.3,2260,,,,6.98,-0.05,688
USGS,7124000,2/14/2000,306,7.6,2.2,2120,,,,6.99,-0.05,693
USGS,7124000,2/15/2000,305,10.6,4.7,2190,,,,7,-0.05,698
USGS,7124000,2/16/2000,297,9.5,5.8,2180,,,,7.01,-0.05,703
USGS,7124000,2/17/2000,292,8.6,5.7,2220,,,,7.02,-0.05,708
USGS,7124000,2/18/2000,293,9.5,4.7,2190,,,,7.03,-0.05,714
USGS,7124000,2/19/2000,292,8.7,3.7,2210,,,,7.04,-0.05,719
USGS,7124000,2/20/2000,299,6.5,3.2,2230,,,,7.05,-0.05,724
USGS,7124000,2/21/2000,317,9.3,3.3,2190,,,,7.06,-0.05,729
USGS,7124000,2/22/2000,312,10.3,5.6,2230,,,,7.07,-0.05,735
USGS,7124000,2/23/2000,229,12.9,6.7,2470,,,,7.08,-0.04,745
USGS,7124000,2/24/2000,189,11.2,6.9,2690,,,,7.09,-0.04,751
USGS,7124000,2/25/2000,182,10,4.7,2760,,,,7.1,-0.04,756
USGS,7124000,2/26/2000,174,11.5,4.7,2790,,,,7.11,-0.04,762
USGS,7124000,2/27/2000,165,11.6,4.4,2790,,,,7.12,-0.04,767
USGS,7124000,2/28/2000,154,11.3,5.4,2900,,,,7.13,-0.04,772
USGS,7124000,2/29/2000,152,13.2,6.3,3090,,,,7.14,-0.04,777
USGS,7124000,3/1/2000,147,13.5,6.4,3160,,,,7.15,-0.04,782
USGS,7124000,3/2/2000,153,9.6,5.3,3210,,,,7.16,-0.04,786
USGS,7124000,3/3/2000,173,12.9,4.8,2990,,,,7.17,-0.04,791
USGS,7124000,3/4/2000,163,15.1,6.1,3070,,,,7.18,-0.04,796
USGS,7124000,3/5/2000,155,14.8,7.1,3160,,,,7.19,-0.04,801
USGS,7124000,3/6/2000,150,14.8,5.8,3140,,,,7.2,-0.04,806
USGS,7124000,3/7/2000,156,14,9.6,3040,,,,7.21,-0.04,811
USGS,7124000,3/8/2000,153,14,8.1,3150,,,,7.22,-0.04,816
USGS,7124000,3/9/2000,149,13.9,6,3170,,,,7.23,-0.04,821
USGS,7124000,3/10/2000,141,8.2,5.2,3170,,,,7.24,-0.04,826
USGS,7124000,3/11/2000,130,13.1,3.1,3390,,,,7.25,-0.04,831
USGS,7124000,3/12/2000,127,13.4,5.2,3410,,,,7.26,-0.04,836
USGS,7124000,3/13/2000,123,14.9,5.5,3440,,,,7.27,-0.04,842
USGS,7124000,3/14/2000,112,15.2,6.1,3600,,,,7.28,-0.04,847
USGS,7124000,3/15/2000,84,14.5,4.8,4520,,,,7.29,-0.03,857
USGS,7124000,3/16/2000,82,14.8,3.2,4490,,,,7.3,-0.03,862
USGS,7124000,3/17/2000,83,15.7,3.1,4310,,,,7.31,-0.03,867
USGS,7124000,3/18/2000,78,11.2,5.5,4350,,,,7.32,-0.03,873
USGS,7124000,3/19/2000,77,16.6,3,4310,,,,7.33,-0.03,878
USGS,7124000,3/20/2000,85,11.8,6.1,3660,,,,7.34,-0.03,883
USGS,7124000,3/21/2000,77,7,5.4,3960,,,,7.35,-0.03,888
USGS,7124000,3/22/2000,83,7.3,5.4,3880,,,,7.36,-0.03,894
USGS,7124000,3/23/2000,79,16.4,6.3,3980,,,,7.37,-0.03,899
USGS,7124000,3/24/2000,69,18.4,7.1,4500,,,,7.38,-0.03,904
USGS,7124000,3/25/2000,67,20.6,8.9,4360,,,,7.39,-0.03,910
USGS,7124000,3/26/2000,64,20.1,9.1,4160,,,,7.4,-0.03,915
USGS,7124000,3/27/2000,62,21.4,7.3,4180,,,,7.41,-0.03,920
USGS,7124000,3/28/2000,62,16.3,7.7,4320,,,,7.42,-0.03,926
USGS,7124000,3/29/2000,61,19.3,7.5,4450,,,,7.43,-0.03,931
USGS,7124000,3/30/2000,62,9.6,7,4430,,,,7.44,-0.03,937
USGS,7124000,3/31/2000,74,6.7,4.6,4070,,,,7.45,-0.03,942
USGS,7124000,4/1/2000,95,12.9,4.1,3600,,,,7.46,-0.03,948
USGS,7124000,4/2/2000,86,15.2,3.8,4030,,,,7.47,-0.03,953
USGS,7124000,4/3/2000,90,14.9,4.8,3920,,,,7.48,-0.03,959
USGS,7124000,4/4/2000,100,18.9,4.7,3290,,,,7.49,-0.02,970
USGS,7124000,4/5/2000,97,20.6,8.5,3240,,,,7.5,-0.02,975
USGS,7124000,4/6/2000,101,21,9.9,3110,,,,7.51,-0.02,981
USGS,7124000,4/7/2000,95,15.2,8.9,3100,,,,7.52,-0.02,987
USGS,7124000,4/8/2000,82,19.6,5.7,3430,,,,7.53,-0.02,992
USGS,7124000,4/9/2000,81,22.3,8,3440,,,,7.54,-0.02,998
USGS,7124000,4/10/2000,83,18.7,10,3330,,,,7.55,-0.02,1000
USGS,7124000,4/11/2000,86,18.2,10,3320,,,,7.56,-0.02,1010
USGS,7124000,4/12/2000,84,21.1,8.4,3360,,,,7.57,-0.02,1020
USGS,7124000,4/13/2000,89,22.9,10,3130,,,,7.58,-0.02,1020
USGS,7124000,4/14/2000,80,22.2,10.9,3330,,,,7.59,-0.02,1030
USGS,7124000,4/15/2000,74,14.7,8.5,3480,,,,7.6,-0.02,1030
USGS,7124000,4/16/2000,110,19.7,5.6,2840,,,,7.61,-0.02,1040
USGS,7124000,4/17/2000,164,18.3,9.9,1920,,,,7.62,-0.02,1040
USGS,7124000,4/18/2000,92,22.6,9.5,3060,,,,7.63,-0.02,1050
USGS,7124000,4/19/2000,77,20.2,8.5,3630,,,,7.64,-0.02,1060
USGS,7124000,4/20/2000,70,22.5,6.8,3780,,,,7.65,-0.02,1060
USGS,7124000,4/21/2000,66,22.7,8.8,3690,,,,7.66,-0.02,1070
USGS,7124000,4/22/2000,65,22.9,10.8,3510,,,,7.67,-0.02,1070
USGS,7124000,4/23/2000,64,20.4,12.4,NA,,,,7.68,-0.02,1080
USGS,7124000,4/24/2000,62,25.2,10.5,NA,,,,7.69,-0.02,1090
USGS,7124000,4/25/2000,61,22.1,9.4,NA,,,,7.7,-0.01,1100
USGS,7124000,4/26/2000,62,22.6,10.5,3860,,,,7.71,-0.01,1100
USGS,7124000,4/27/2000,61,25.4,11.3,3910,,,,7.72,-0.01,1110
USGS,7124000,4/28/2000,59,24.1,10.7,3940,,,,7.73,-0.01,1120
USGS,7124000,4/29/2000,57,25.5,12.2,3990,,,,7.74,-0.01,1120
USGS,7124000,4/30/2000,64,15.2,11.1,3820,,,,7.75,-0.01,1130
USGS,7124000,5/1/2000,79,17.4,10,4100,,,,7.76,-0.01,1130
USGS,7124000,5/2/2000,75,24.6,9,3730,,,,7.77,-0.01,1140
USGS,7124000,5/3/2000,73,26.6,12.1,3670,,,,7.78,-0.01,1150
USGS,7124000,5/4/2000,70,28.4,13.6,3610,,,,7.79,-0.01,1150
USGS,7124000,5/5/2000,64,29.2,15.5,3620,,,,7.8,-0.01,1160
USGS,7124000,5/6/2000,61,28.9,16.1,4000,,,,7.81,-0.01,1160
USGS,7124000,5/7/2000,59,26,15.8,3780,,,,7.82,-0.01,1170
USGS,7124000,5/8/2000,58,20,13.5,3800,,,,7.83,-0.01,1180
USGS,7124000,5/9/2000,61,26.4,11.3,4050,,,,7.84,-0.01,1180
USGS,7124000,5/10/2000,66,27.2,12.8,3640,,,,7.85,-0.01,1190
USGS,7124000,5/11/2000,77,26.6,13.6,3300,,,,7.86,-0.01,1200
USGS,7124000,5/12/2000,86,23.3,11.6,2840,,,,7.87,-0.01,1200
USGS,7124000,5/13/2000,68,22.7,10.3,3200,,,,7.88,-0.01,1210
USGS,7124000,5/14/2000,66,24.2,11.1,3420,,,,7.89,-0.01,1220
USGS,7124000,5/15/2000,61,25.9,12.8,3450,,,,7.9,0,1230
USGS,7124000,5/16/2000,62,23,14.5,3300,,,,7.91,0,1230
USGS,7124000,5/17/2000,63,17.4,10.2,3410,,,,7.92,0,1240
USGS,7124000,5/18/2000,59,16,7.7,3650,,,,7.93,0,1250
USGS,7124000,5/19/2000,58,24.7,8.3,3730,,,,7.94,0,1250
USGS,7124000,5/20/2000,57,23.5,12.2,3540,,,,7.95,0,1260
USGS,7124000,5/21/2000,61,29.3,12.9,3420,,,,7.96,0,1270
USGS,7124000,5/22/2000,72,29.4,14.9,2990,,,,7.97,0,1270
USGS,7124000,5/23/2000,67,30.2,16.5,3200,,,,7.98,0,1280
USGS,7124000,5/24/2000,62,23.6,16.4,3300,,,,7.99,0,1290
USGS,7124000,5/25/2000,60,21.3,14.4,3610,,,,8,0,1290
USGS,7124000,5/26/2000,59,28,14.6,3640,,,,8.01,0,1300
USGS,7124000,5/27/2000,63,28.7,14.3,3310,,,,8.02,0,1310
USGS,7124000,5/28/2000,64,30.3,14.3,3250,,,,8.03,0,1320
USGS,7124000,5/29/2000,123,29.4,17.9,2200,,,,8.04,0,1340
USGS,7124000,5/30/2000,70,27.7,16,3260,,,,8.05,0,1350
USGS,7124000,5/31/2000,55,26.6,16.2,3620,,,,8.06,0,1360
USGS,7124000,6/1/2000,60,24.5,15.4,3390,,,,8.07,0,1370
USGS,7124000,6/2/2000,112,25.7,15.8,2180,,,,8.08,0,1390
USGS,7124000,6/3/2000,189,27.5,16.1,2250,,,,8.09,0,1400
USGS,7124000,6/4/2000,757,23.8,20.2,1250,,,,8.1,0,1410
USGS,7124000,6/5/2000,481,24.5,18.9,1250,,,,8.11,0,1420
USGS,7124000,6/6/2000,532,25.4,20.4,1310,,,,8.12,0,1440
USGS,7124000,6/7/2000,565,26.2,19.6,1300,,,,8.13,0,1450
USGS,7124000,6/8/2000,256,NA,NA,NA,,,,8.14,0,1460
USGS,7124000,6/9/2000,168,NA,NA,NA,,,,8.15,0,1480
USGS,7124000,6/10/2000,95,NA,NA,NA,,,,8.16,0,1490
USGS,7124000,6/11/2000,71,NA,NA,NA,,,,8.17,0,1500
USGS,7124000,6/12/2000,61,NA,NA,NA,,,,8.18,0,1520
USGS,7124000,6/13/2000,53,27.4,NA,3570,,,,8.19,0,1530
USGS,7124000,6/14/2000,53,28.8,13.2,3690,,,,8.2,0,1540
USGS,7124000,6/15/2000,55,29.4,14.7,NA,,,,8.21,0,1560
USGS,7124000,6/16/2000,54,25.8,15.2,NA,,,,8.22,0,1570
USGS,7124000,6/17/2000,61,21,14.2,NA,,,,8.23,0,1590
USGS,7124000,6/18/2000,53,28.8,13.2,3410,,,,8.24,0,1600
USGS,7124000,6/19/2000,53,28.8,16.5,3310,,,,8.25,0,1620
USGS,7124000,6/20/2000,51,28.5,15.8,3190,,,,8.26,0,1630
USGS,7124000,6/21/2000,53,29.1,13.9,3380,,,,8.27,0,1640
USGS,7124000,6/22/2000,49,30.3,17,3540,,,,8.28,0,1660
USGS,7124000,6/23/2000,52,29.2,16.8,3460,,,,8.29,0,1670
USGS,7124000,6/24/2000,54,30.3,16.6,3430,,,,8.3,0,1690
USGS,7124000,6/25/2000,51,32,17.2,3170,,,,8.31,0,1700
USGS,7124000,6/26/2000,48,27.6,16.5,3360,,,,8.32,0,1720
USGS,7124000,6/27/2000,49,23.5,16.3,3190,,,,8.33,0,1730
USGS,7124000,6/28/2000,49,26.2,16.9,3260,,,,8.34,0,1750
USGS,7124000,6/29/2000,52,30.9,16,3160,,,,8.35,0,1760
USGS,7124000,6/30/2000,59,30.1,17.3,2880,,,,8.36,0,1780
USGS,7124000,7/1/2000,47,32.1,17.5,3200,,,,8.37,0,1790
USGS,7124000,7/2/2000,45,32.3,18.4,3250,,,,8.38,0,1810
USGS,7124000,7/3/2000,47,31.6,18.2,3240,,,,8.39,0,1820
USGS,7124000,7/4/2000,46,31.7,18.1,3190,,,,8.4,0,1840
USGS,7124000,7/5/2000,44,32.7,17.2,3120,,,,8.41,0,1860
USGS,7124000,7/6/2000,42,32.7,18.5,3080,,,,8.42,0,1870
USGS,7124000,7/7/2000,40,31.1,17,3120,,,,8.43,0,1890
USGS,7124000,7/8/2000,41,32.6,17,2950,,,,8.44,0,1900
USGS,7124000,7/9/2000,43,33.5,18,2900,,,,8.45,0,1920
USGS,7124000,7/10/2000,41,34,19.8,2910,,,,8.46,0,1940
USGS,7124000,7/11/2000,40,32.5,19,3050,,,,8.47,0,1950
USGS,7124000,7/12/2000,39,29.2,19.3,NA,,,,8.48,0,1970
USGS,7124000,7/13/2000,40,NA,18.4,NA,,,,8.49,0,1990
USGS,7124000,7/14/2000,52,31.4,NA,NA,,,,8.5,0,2000
USGS,7124000,7/15/2000,46,34.1,19.4,NA,,,,8.51,0,2020
USGS,7124000,7/16/2000,47,29.4,19.5,NA,,,,8.52,0,2040
USGS,7124000,7/17/2000,64,29.3,19.3,NA,,,,8.53,0,2060
USGS,7124000,7/18/2000,143,30.3,18.6,NA,,,,8.54,0,2070
USGS,7124000,7/19/2000,97,31.2,19.2,2160,,,,8.55,0,2090
USGS,7124000,7/20/2000,265,29.1,21.1,NA,,,,8.56,0,2110
USGS,7124000,7/21/2000,268,29.1,21.5,1620,,,,8.57,0,2120
USGS,7124000,7/22/2000,153,29.6,19.2,2220,,,,8.58,0,2140
USGS,7124000,7/23/2000,97,31.6,18.4,2940,,,,8.59,0,2160
USGS,7124000,7/24/2000,79,29.7,18.1,NA,,,,8.6,0,2180
USGS,7124000,7/25/2000,77,31.2,17.9,NA,,,,8.61,0,2200
USGS,7124000,7/26/2000,89,31.2,19.1,2810,,,,8.62,0,2210
USGS,7124000,7/27/2000,94,31.9,19.5,2740,,,,8.63,0,2230
USGS,7124000,7/28/2000,85,30.2,19.5,2860,,,,8.64,0,2250
USGS,7124000,7/29/2000,81,30.8,19,2860,,,,8.65,0,2270
USGS,7124000,7/30/2000,79,29.7,18.9,2710,,,,8.66,0,2290
USGS,7124000,7/31/2000,84,31.3,18.2,2580,,,,8.67,0,2310
USGS,7124000,8/1/2000,168,29,18.8,2090,,,,8.68,0,2330
USGS,7124000,8/2/2000,169,30.6,20.7,1930,,,,8.69,0,2350
USGS,7124000,8/3/2000,107,29.9,20.7,2320,,,,8.7,0,2360
USGS,7124000,8/4/2000,82,32.1,20.3,2680,,,,8.71,0,2380
USGS,7124000,8/5/2000,80,31.8,20,2710,,,,8.72,0,2400
USGS,7124000,8/6/2000,72,32.2,19.7,2790,,,,8.73,0,2420
USGS,7124000,8/7/2000,65,32.5,18.5,2870,,,,8.74,0,2440
USGS,7124000,8/8/2000,74,31.2,19,2670,,,,8.75,0,2460
USGS,7124000,8/9/2000,109,29.3,21,NA,,,,8.76,0,2480
USGS,7124000,8/10/2000,198,29.9,20.8,1850,,,,8.77,0,2500
USGS,7124000,8/11/2000,162,29.9,21,NA,,,,8.78,0,2520
USGS,7124000,8/12/2000,116,30.2,22.6,NA,,,,8.79,0,2540
USGS,7124000,8/13/2000,85,31.9,21.4,NA,,,,8.8,0,2560
USGS,7124000,8/14/2000,85,33.4,21.4,NA,,,,8.81,0,2580
USGS,7124000,8/15/2000,78,32.4,21.5,NA,,,,8.82,0,2600
USGS,7124000,8/16/2000,67,28.9,19,2780,,,,8.83,0,2630
USGS,7124000,8/17/2000,62,29.2,18.6,2800,,,,8.84,0,2650
USGS,7124000,8/18/2000,59,24.3,18.1,2890,,,,8.85,0,2670
USGS,7124000,8/19/2000,103,30.3,18.5,2120,,,,8.86,0,2690
USGS,7124000,8/20/2000,103,30.9,19.6,2260,,,,8.87,0,2710
USGS,7124000,8/21/2000,92,29.3,19.5,2460,,,,8.88,0,2730
USGS,7124000,8/22/2000,87,29.3,19.2,2590,,,,8.89,0,2750
USGS,7124000,8/23/2000,75,30.7,18,2620,,,,8.9,0,2780
USGS,7124000,8/24/2000,65,31.7,18.2,2830,,,,8.91,0,2800
USGS,7124000,8/25/2000,62,31.9,18.6,2890,,,,8.92,0,2820
USGS,7124000,8/26/2000,63,31.3,18.8,2760,,,,8.93,0,2840
USGS,7124000,8/27/2000,67,31,19,2680,,,,8.94,0,2860
USGS,7124000,8/28/2000,71,31,19.7,2500,,,,8.95,0,2890
USGS,7124000,8/29/2000,62,29.6,18.6,2780,,,,8.96,0,2910
USGS,7124000,8/30/2000,57,28.5,18.9,3000,,,,8.97,0,2930
USGS,7124000,8/31/2000,55,30,17.4,3080,,,,8.98,0,2950
USGS,7124000,9/1/2000,62,30.6,19,2760,,,,8.99,0,2980
USGS,7124000,9/2/2000,52,28.5,17,3040,,,,9,0,3000
USGS,7124000,9/3/2000,51,27.8,17.8,3000,,,,9.01,0,3020
USGS,7124000,9/4/2000,54,30.9,16.6,2900,,,,9.02,0,3040
USGS,7124000,9/5/2000,51,30.3,17.8,2950,,,,9.03,0,3070
USGS,7124000,9/6/2000,53,30.4,16.1,2940,,,,9.04,0,3090
USGS,7124000,9/7/2000,63,27.7,17.7,2640,,,,9.05,0,3110
USGS,7124000,9/8/2000,51,28.6,16.3,2970,,,,9.06,0,3140
USGS,7124000,9/9/2000,57,29.2,16.9,2930,,,,9.07,0,3160
USGS,7124000,9/10/2000,69,29.1,17.2,2550,,,,9.08,0,3180
USGS,7124000,9/11/2000,67,29,17.6,2540,,,,9.09,0,3210
USGS,7124000,9/12/2000,54,26.6,16.2,2800,,,,9.1,0,3230
USGS,7124000,9/13/2000,82,27.7,15.6,2320,,,,9.11,0,3250
USGS,7124000,9/14/2000,87,25.4,16.9,2110,,,,9.12,0,3280
USGS,7124000,9/15/2000,64,28.2,15.7,2400,,,,9.13,0,3300
USGS,7124000,9/16/2000,50,27.3,15.7,2760,,,,9.14,0,3320
USGS,7124000,9/17/2000,46,26.8,15.8,2890,,,,9.15,0,3350
USGS,7124000,9/18/2000,59,25.7,16.2,2690,,,,9.16,0,3370
USGS,7124000,9/19/2000,65,25.9,15.6,2610,,,,9.17,0,3400
USGS,7124000,9/20/2000,58,22.4,14.3,2780,,,,9.18,0,3420
USGS,7124000,9/21/2000,54,24.6,12.5,2910,,,,9.19,0,3450
USGS,7124000,9/22/2000,47,23.1,14,3090,,,,9.2,0,3470
USGS,7124000,9/23/2000,46,14,10.7,3150,,,,9.21,0,3500
USGS,7124000,9/24/2000,52,17.1,9.8,3070,,,,9.22,0,3520
USGS,7124000,9/25/2000,66,21.5,8.3,2810,,,,9.23,0,3550
USGS,7124000,9/26/2000,74,21.7,10.5,2690,,,,9.24,0,3570
USGS,7124000,9/27/2000,71,23.5,10.9,2750,,,,9.25,0,3600
USGS,7124000,9/28/2000,72,24,11.5,2710,,,,9.26,0,3620
USGS,7124000,9/29/2000,70,21.5,13.6,2720,,,,9.27,0,3650
USGS,7124000,9/30/2000,82,24.6,13.6,2550,,,,9.28,0,3680
USGS,7124000,10/1/2000,86,23.6,13.8,2460,,,,9.29,0,3700
USGS,7124000,10/2/2000,89,23.5,13.6,2410,,,,9.3,0,3730
USGS,7124000,10/3/2000,96,24.2,13.4,2410,,,,9.31,0,3750
USGS,7124000,10/4/2000,96,19.4,14.4,2390,,,,9.32,0,3780
USGS,7124000,10/5/2000,84,16,10.6,2560,,,,9.33,0,3810
USGS,7124000,10/6/2000,69,10.6,8.1,2760,,,,9.34,0,3830
USGS,7124000,10/7/2000,73,14.6,7.1,2690,,,,9.35,0,3860
USGS,7124000,10/8/2000,81,12.7,7.9,2560,,,,9.36,0,3890
USGS,7124000,10/9/2000,86,17.5,6.4,2530,,,,9.37,0,3920
USGS,7124000,10/10/2000,96,18.1,8.3,2420,,,,9.38,0,3940
USGS,7124000,10/11/2000,105,20.1,10.3,2330,,,,9.39,0,3970
USGS,7124000,10/12/2000,111,18.7,13.6,2280,,,,9.4,0,4000
USGS,7124000,10/13/2000,110,19.9,12,2290,,,,9.41,0,4030
USGS,7124000,10/14/2000,104,18.9,9.8,2420,,,,9.42,0,4050
USGS,7124000,10/15/2000,89,16,9.4,2560,,,,9.43,0,4080
USGS,7124000,10/16/2000,81,18.6,10.3,2620,,,,9.44,0,4110
USGS,7124000,10/17/2000,74,20.1,9.7,2700,,,,9.45,0,4140
USGS,7124000,10/18/2000,69,20.4,9.9,2850,,,,9.46,0,4170
USGS,7124000,10/19/2000,64,18.6,9.5,2940,,,,9.47,0,4200
USGS,7124000,10/20/2000,62,19.1,9.8,2990,,,,9.48,0,4230
USGS,7124000,10/21/2000,60,18.4,8.5,2990,,,,9.49,0,4250
USGS,7124000,10/22/2000,60,19.3,12.5,2950,,,,9.5,0,4280
USGS,7124000,10/23/2000,61,14,11.7,2970,,,,9.51,0,4310
USGS,7124000,10/24/2000,70,19.5,12.2,2890,,,,9.52,0,4340
USGS,7124000,10/25/2000,83,18.5,9.8,2710,,,,9.53,0,4370
USGS,7124000,10/26/2000,102,17.5,9.3,2360,,,,9.54,0,4400
USGS,7124000,10/27/2000,108,17.1,9.9,2310,,,,9.55,0,4430
USGS,7124000,10/28/2000,123,14.4,13,2200,,,,9.56,0,4460
USGS,7124000,10/29/2000,156,17,11.9,2040,,,,9.57,0,4490
USGS,7124000,10/30/2000,188,15.7,11,1990,,,,9.58,0,4520
USGS,7124000,10/31/2000,195,15.2,9.5,1920,,,,9.59,0,4550
USGS,7124000,11/1/2000,118,13.3,7.2,2270,,,,9.6,0,4590
USGS,7124000,11/2/2000,86,12.4,7.2,2640,,,,9.61,0,4620
USGS,7124000,11/3/2000,72,13.4,7.2,2700,,,,9.62,0,4650
USGS,7124000,11/4/2000,64,15.6,7.7,2840,,,,9.63,0,4680
USGS,7124000,11/5/2000,55,13.4,7.2,2920,,,,9.64,0,4710
USGS,7124000,11/6/2000,54,11.1,5.6,2890,,,,9.65,0,4740
USGS,7124000,11/7/2000,53,10.9,3.9,2860,,,,9.66,0,4770
USGS,7124000,11/8/2000,51,11.9,3.9,2910,,,,9.67,0,4810
USGS,7124000,11/9/2000,51,12,3.2,2870,,,,9.68,0,4840
USGS,7124000,11/10/2000,52,5.8,3.5,2810,,,,9.69,0,4870
USGS,7124000,11/11/2000,54,5.8,3,2720,,,,9.7,0,4900
USGS,7124000,11/12/2000,52,8.5,1.6,2780,,,,9.71,0,4940
USGS,7124000,11/13/2000,52,9.3,1.5,2790,,,,9.72,0,4970
USGS,7124000,11/14/2000,52,9.3,1.2,2760,,,,9.73,0,5000
USGS,7124000,11/15/2000,117,8.1,2,2290,,,,9.74,0,5030
USGS,7124000,11/16/2000,256,4.4,1.1,1770,,,,9.75,0,5070
USGS,7124000,11/17/2000,241,3.9,0,1950,,,,9.76,0,5100
USGS,7124000,11/18/2000,227,4,0,2010,,,,9.77,0,5130
USGS,7124000,11/19/2000,229,4.7,0,2050,,,,9.78,0,5170
USGS,7124000,11/20/2000,230,4.8,0.4,2090,,,,9.79,0,5200
USGS,7124000,11/21/2000,238,5.2,0.6,2060,,,,9.8,0,5240
USGS,7124000,11/22/2000,240,6,2.8,2060,,,,9.81,0,5270
USGS,7124000,11/23/2000,250,6.3,2.8,2010,,,,9.82,0,5310
USGS,7124000,11/24/2000,253,6.1,1.7,2060,,,,9.83,0,5340
USGS,7124000,11/25/2000,255,6,1.7,2110,,,,9.84,0,5380
USGS,7124000,11/26/2000,262,4.8,1.1,2110,,,,9.85,0,5410
USGS,7124000,11/27/2000,266,5.9,1.5,2110,,,,9.86,0,5450
USGS,7124000,11/28/2000,260,NA,1.8,2080,,,,9.87,0,5480
USGS,7124000,11/29/2000,226,5.4,NA,2310,,,,9.88,0,5520
USGS,7124000,11/30/2000,215,6.1,1.3,2390,,,,9.89,0,5550
USGS,7124000,12/1/2000,207,5.9,1.4,2410,,,,9.9,0,5590
USGS,7124000,12/2/2000,198,4.2,0.3,2430,,,,9.91,0,5620
USGS,7124000,12/3/2000,189,4.3,0,2440,,,,9.92,0,5660
USGS,7124000,12/4/2000,184,4.6,0,2450,,,,9.93,0,5700
USGS,7124000,12/5/2000,179,5.2,0.5,2460,,,,9.94,0,5730
USGS,7124000,12/6/2000,176,5.1,0.9,2440,,,,9.95,0,5770
USGS,7124000,12/7/2000,177,4.4,1.1,2460,,,,9.96,0,5810
USGS,7124000,12/8/2000,177,6.2,3,2460,,,,9.97,0,5850
USGS,7124000,12/9/2000,176,7,2.2,2460,,,,9.98,0,5880
USGS,7124000,12/10/2000,174,4.6,0.1,2460,,,,9.99,0,5920
USGS,7124000,12/11/2000,159,1.4,0,2520,,,,10,0,5960
USGS,7124000,12/12/2000,146,2.1,0,2560,,,,10.01,0,6000
USGS,7124000,12/13/2000,160,1.9,0,2540,,,,10.02,0,6030
USGS,7124000,12/14/2000,243,0.6,0,2180,,,,10.03,0,6070
USGS,7124000,12/15/2000,279,2.3,0,1930,,,,10.04,0,6110
USGS,7124000,12/16/2000,276,1.6,0,1910,,,,10.05,0,6150
USGS,7124000,12/17/2000,215,2.8,0,2070,,,,10.06,0,6190
USGS,7124000,12/18/2000,205,2.2,0,2250,,,,10.07,0,6230
USGS,7124000,12/19/2000,185,2.7,0,2350,,,,10.08,0,6270
USGS,7124000,12/20/2000,209,1.5,0,2350,,,,10.09,0,6310
USGS,7124000,12/21/2000,205,1.7,0,2160,,,,10.1,0,6350
USGS,7124000,12/22/2000,176,3.3,0,2280,,,,10.11,0,6390
USGS,7124000,12/23/2000,196,3,0,2320,,,,10.12,0,6430
USGS,7124000,12/24/2000,194,1,0,2330,,,,10.13,0,6470
USGS,7124000,12/25/2000,170,0.3,0,2460,,,,10.14,0,6510
USGS,7124000,12/26/2000,168,2.5,0,2460,,,,10.15,0,6550
USGS,7124000,12/27/2000,171,3.2,0,2430,,,,10.16,0,6590
USGS,7124000,12/28/2000,175,4,0,2370,,,,10.17,0,6630
USGS,7124000,12/29/2000,175,4.6,0,2370,,,,10.18,0,6670
USGS,7124000,12/30/2000,160,3.7,0,2410,,,,10.19,0,6710
USGS,7124000,12/31/2000,153,4.7,1.2,2510,,,,10.2,0,6750
USGS,7124000,1/1/2001,152,3.5,0,2530,,,,10.21,0,6800
USGS,7124000,1/2/2001,149,5,0.3,2550,,,,10.22,0,6840
USGS,7124000,1/3/2001,147,5.4,0,2530,,,,10.23,0,6880
USGS,7124000,1/4/2001,148,6.4,0.5,2540,,,,10.24,0,6920
USGS,7124000,1/5/2001,147,6.5,1,2520,,,,10.25,0,6970
